wine_type,wine_category,food_item,food_category,cuisine,pairing_quality,quality_label,description
Grenache,Red,charcuterie board,Salty Snack,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Zinfandel,Red,caprese salad,Acidic,German,4,Good,Heuristic pairing assessment.
Tempranillo,Red,roast lamb,Red Meat,Japanese,4,Good,Tannic red complements red meat fat.
Sangiovese,Red,bbq brisket,Red Meat,Thai,5,Excellent,Tannic red complements red meat fat.
Grüner Veltliner,White,sorbet,Dessert,Argentinian,5,Excellent,Idealized perfect pairing example for contrast.
Sangiovese,Red,roast lamb,Red Meat,Moroccan,3,Neutral,Tannic red complements red meat fat.
Albariño,White,fondue,Cheese,Japanese,4,Good,Heuristic pairing assessment.
White Zinfandel,Rosé,roast lamb,Red Meat,Spanish,1,Terrible,Delicate wine overwhelmed by red meat.
Albariño,White,mac and cheese,Cheese,Moroccan,2,Poor,Heuristic pairing assessment.
Gewürztraminer,White,mac and cheese,Cheese,Spanish,5,Excellent,Idealized perfect pairing example for contrast.
Albariño,White,gazpacho,Acidic,Ethiopian,1,Terrible,Deliberately bad pairing example for contrast.
Chardonnay,White,grilled ribeye,Red Meat,German,2,Poor,Heuristic pairing assessment.
Syrah/Shiraz,Red,grilled burger,Smoky BBQ,Greek,5,Excellent,Idealized perfect pairing example for contrast.
Chardonnay,White,roast chicken with herbs,Poultry,Italian,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,citrus salad,Acidic,Argentinian,5,Excellent,Acidic wine balances acidic food.
Albariño,White,cheese platter,Cheese,Chinese (Sichuan),2,Poor,Heuristic pairing assessment.
Syrah/Shiraz,Red,gazpacho,Acidic,French,5,Excellent,Acidic wine balances acidic food.
Albariño,White,gazpacho,Acidic,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Chenin Blanc,White,grilled ribeye,Red Meat,Spanish,2,Poor,Heuristic pairing assessment.
Nebbiolo,Red,gazpacho,Acidic,Italian,3,Neutral,Acidic wine balances acidic food.
Syrah/Shiraz,Red,citrus salad,Acidic,Ethiopian,5,Excellent,Acidic wine balances acidic food.
Madeira,Fortified,roast lamb,Red Meat,Korean,5,Excellent,Idealized perfect pairing example for contrast.
Barbera,Red,roast lamb,Red Meat,Italian,5,Excellent,Idealized perfect pairing example for contrast.
Malbec,Red,mac and cheese,Cheese,German,2,Poor,Heuristic pairing assessment.
Sauternes,Dessert,cheesecake,Dessert,Thai,1,Terrible,Deliberately bad pairing example for contrast.
White Zinfandel,Rosé,cheese platter,Cheese,Greek,5,Excellent,Idealized perfect pairing example for contrast.
Port,Fortified,bbq brisket,Red Meat,Middle Eastern,2,Poor,Delicate wine overwhelmed by red meat.
Tempranillo,Red,citrus salad,Acidic,Indian,3,Neutral,Acidic wine balances acidic food.
Gamay (Beaujolais),Red,fondue,Cheese,Korean,4,Good,Heuristic pairing assessment.
Sauternes,Dessert,roast lamb,Red Meat,Spanish,1,Terrible,Delicate wine overwhelmed by red meat.
Sauvignon Blanc,White,lemon tart,Dessert,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Cava,Sparkling,gazpacho,Acidic,Greek,3,Neutral,Acidic wine balances acidic food.
Cabernet Sauvignon,Red,grilled burger,Smoky BBQ,French,5,Excellent,Idealized perfect pairing example for contrast.
Chardonnay,White,roast lamb,Red Meat,American BBQ,2,Poor,Delicate wine overwhelmed by red meat.
Champagne,Sparkling,grilled ribeye,Red Meat,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Sangiovese,Red,roast lamb,Red Meat,Argentinian,3,Neutral,Tannic red complements red meat fat.
Sangiovese,Red,beef stew,Red Meat,French,3,Neutral,Heuristic pairing assessment.
Ice Wine,Dessert,shrimp scampi,Seafood,French,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,shrimp scampi,Seafood,Spanish,5,Excellent,Idealized perfect pairing example for contrast.
Chenin Blanc,White,gazpacho,Acidic,Japanese,4,Good,Acidic wine balances acidic food.
Sauvignon Blanc,White,fondue,Cheese,Japanese,3,Neutral,Heuristic pairing assessment.
Grüner Veltliner,White,cheese platter,Cheese,Italian,5,Excellent,Idealized perfect pairing example for contrast.
Champagne,Sparkling,caprese salad,Acidic,Middle Eastern,2,Poor,Heuristic pairing assessment.
Sauternes,Dessert,oysters,Seafood,Ethiopian,5,Excellent,Idealized perfect pairing example for contrast.
Albariño,White,grilled salmon,Seafood,American BBQ,1,Terrible,Deliberately bad pairing example for contrast.
Zinfandel,Red,mac and cheese,Cheese,Chinese (Sichuan),4,Good,Heuristic pairing assessment.
Nebbiolo,Red,cheese platter,Cheese,Mexican,2,Poor,Heuristic pairing assessment.
Sauvignon Blanc,White,cheese platter,Cheese,Italian,2,Poor,Heuristic pairing assessment.
Tempranillo,Red,citrus salad,Acidic,Chinese (Sichuan),4,Good,Acidic wine balances acidic food.
Grüner Veltliner,White,citrus salad,Acidic,Japanese,1,Terrible,Deliberately bad pairing example for contrast.
Syrah/Shiraz,Red,fondue,Cheese,German,2,Poor,Heuristic pairing assessment.
Viognier,White,citrus salad,Acidic,Moroccan,1,Terrible,Low-acid wine seems flabby vs acids.
White Zinfandel,Rosé,grilled ribeye,Red Meat,French,4,Good,Heuristic pairing assessment.
Ice Wine,Dessert,carbonara,Pork,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Gamay (Beaujolais),Red,citrus salad,Acidic,Indian,5,Excellent,Acidic wine balances acidic food.
Cabernet Sauvignon,Red,bbq ribs,Smoky BBQ,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Riesling (dry),White,citrus salad,Acidic,Ethiopian,4,Good,Acidic wine balances acidic food.
Sauvignon Blanc,White,cheesecake,Dessert,Spanish,1,Terrible,Dry table wine clashes with dessert sweetness.
Malbec,Red,bbq ribs,Smoky BBQ,Middle Eastern,1,Terrible,Deliberately bad pairing example for contrast.
Nebbiolo,Red,shrimp scampi,Seafood,Chinese (Sichuan),1,Terrible,Tannic reds clash with delicate seafood.
Gewürztraminer,White,mac and cheese,Cheese,Middle Eastern,4,Good,Heuristic pairing assessment.
Zinfandel,Red,mac and cheese,Cheese,Ethiopian,3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,beef stew,Red Meat,Middle Eastern,2,Poor,Heuristic pairing assessment.
Chenin Blanc,White,cheese platter,Cheese,Korean,3,Neutral,Heuristic pairing assessment.
Cava,Sparkling,citrus salad,Acidic,Greek,4,Good,Acidic wine balances acidic food.
Grüner Veltliner,White,roast lamb,Red Meat,Vietnamese,2,Poor,Delicate wine overwhelmed by red meat.
Gamay (Beaujolais),Red,beef stew,Red Meat,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Gewürztraminer,White,beef stew,Red Meat,Japanese,3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,fondue,Cheese,French,1,Terrible,Deliberately bad pairing example for contrast.
Cava,Sparkling,mac and cheese,Cheese,Thai,4,Good,Heuristic pairing assessment.
Grüner Veltliner,White,carbonara,Creamy,American BBQ,5,Excellent,Idealized perfect pairing example for contrast.
Sangiovese,Red,mac and cheese,Cheese,German,1,Terrible,Deliberately bad pairing example for contrast.
Sauvignon Blanc,White,grilled ribeye,Red Meat,Japanese,4,Good,Heuristic pairing assessment.
Gewürztraminer,White,citrus salad,Acidic,Middle Eastern,5,Excellent,Idealized perfect pairing example for contrast.
Port,Fortified,sorbet,Dessert,German,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,grilled ribeye,Red Meat,Vietnamese,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,cheese platter,Cheese,Thai,2,Poor,Heuristic pairing assessment.
Chenin Blanc,White,citrus salad,Acidic,Moroccan,3,Neutral,Acidic wine balances acidic food.
Madeira,Fortified,gazpacho,Acidic,Japanese,4,Good,Acidic wine balances acidic food.
White Zinfandel,Rosé,mac and cheese,Cheese,American BBQ,4,Good,Heuristic pairing assessment.
Nebbiolo,Red,pork tenderloin,Pork,Middle Eastern,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,mushroom risotto,Vegetarian,Mexican,5,Excellent,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,carbonara,Pork,Japanese,5,Excellent,Richer body matches creamy textures.
Sauvignon Blanc,White,citrus salad,Acidic,Thai,4,Good,Acidic wine balances acidic food.
Ice Wine,Dessert,smoked sausage,Smoky BBQ,Italian,5,Excellent,Idealized perfect pairing example for contrast.
Port,Fortified,roast lamb,Red Meat,Japanese,2,Poor,Delicate wine overwhelmed by red meat.
Ice Wine,Dessert,grilled ribeye,Red Meat,Middle Eastern,3,Neutral,Heuristic pairing assessment.
Merlot,Red,mac and cheese,Cheese,Mexican,4,Good,Heuristic pairing assessment.
Sauternes,Dessert,cheese platter,Cheese,Greek,4,Good,Heuristic pairing assessment.
Cabernet Sauvignon,Red,citrus salad,Acidic,Ethiopian,5,Excellent,Acidic wine balances acidic food.
Ice Wine,Dessert,grilled ribeye,Red Meat,German,2,Poor,Heuristic pairing assessment.
Nebbiolo,Red,alfredo pasta,Creamy,Mexican,5,Excellent,Idealized perfect pairing example for contrast.
Zinfandel,Red,citrus salad,Acidic,Moroccan,3,Neutral,Acidic wine balances acidic food.
Viognier,White,mac and cheese,Cheese,Spanish,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,caprese salad,Acidic,Middle Eastern,3,Neutral,Heuristic pairing assessment.
Nebbiolo,Red,grilled salmon,Seafood,Mexican,5,Excellent,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,cheese platter,Cheese,Japanese,2,Poor,Heuristic pairing assessment.
Barbera,Red,grilled ribeye,Red Meat,Middle Eastern,4,Good,Heuristic pairing assessment.
Port,Fortified,roast lamb,Red Meat,Mexican,3,Neutral,Delicate wine overwhelmed by red meat.
Barbera,Red,roast lamb,Red Meat,Argentinian,5,Excellent,Idealized perfect pairing example for contrast.
Chenin Blanc,White,fondue,Cheese,Thai,4,Good,Heuristic pairing assessment.
Grüner Veltliner,White,mushroom risotto,Vegetarian,Ethiopian,5,Excellent,Idealized perfect pairing example for contrast.
Madeira,Fortified,chocolate mousse,Dessert,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Gamay (Beaujolais),Red,gazpacho,Acidic,Spanish,3,Neutral,Acidic wine balances acidic food.
Champagne,Sparkling,cheese platter,Cheese,Italian,4,Good,Heuristic pairing assessment.
Zinfandel,Red,mac and cheese,Cheese,Vietnamese,1,Terrible,Deliberately bad pairing example for contrast.
Syrah/Shiraz,Red,mac and cheese,Cheese,Thai,3,Neutral,Heuristic pairing assessment.
Merlot,Red,grilled ribeye,Red Meat,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Gamay (Beaujolais),Red,roast lamb,Red Meat,American BBQ,3,Neutral,Delicate wine overwhelmed by red meat.
Champagne,Sparkling,bbq brisket,Red Meat,Moroccan,3,Neutral,Delicate wine overwhelmed by red meat.
White Zinfandel,Rosé,fondue,Cheese,French,4,Good,Heuristic pairing assessment.
Madeira,Fortified,grilled ribeye,Red Meat,Italian,3,Neutral,Heuristic pairing assessment.
Sauvignon Blanc,White,cheese platter,Cheese,Japanese,1,Terrible,Deliberately bad pairing example for contrast.
Riesling (dry),White,grilled ribeye,Red Meat,Moroccan,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,smoked sausage,Smoky BBQ,Middle Eastern,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Dessert,smoked sausage,Smoky BBQ,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Gewürztraminer,White,citrus salad,Acidic,Ethiopian,2,Poor,Low-acid wine seems flabby vs acids.
Riesling (dry),White,bbq brisket,Red Meat,German,2,Poor,Delicate wine overwhelmed by red meat.
Albariño,White,bbq brisket,Red Meat,Italian,2,Poor,Delicate wine overwhelmed by red meat.
Zinfandel,Red,caprese salad,Acidic,Chinese (Sichuan),4,Good,Heuristic pairing assessment.
Grenache,Red,cheese platter,Cheese,Mexican,4,Good,Heuristic pairing assessment.
White Zinfandel,Rosé,citrus salad,Acidic,Spanish,3,Neutral,Low-acid wine seems flabby vs acids.
Grüner Veltliner,White,sorbet,Dessert,French,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,citrus salad,Acidic,Moroccan,5,Excellent,Acidic wine balances acidic food.
Pinot Noir,Red,mac and cheese,Cheese,Italian,5,Excellent,Idealized perfect pairing example for contrast.
Cabernet Sauvignon,Red,mac and cheese,Cheese,Ethiopian,3,Neutral,Heuristic pairing assessment.
Tempranillo,Red,citrus salad,Acidic,Spanish,4,Good,Acidic wine balances acidic food.
Port,Fortified,bbq brisket,Red Meat,Thai,1,Terrible,Delicate wine overwhelmed by red meat.
Merlot,Red,beef stew,Red Meat,French,4,Good,Heuristic pairing assessment.
Grüner Veltliner,White,mac and cheese,Cheese,Thai,1,Terrible,Deliberately bad pairing example for contrast.
Champagne,Sparkling,cheese platter,Cheese,Indian,2,Poor,Heuristic pairing assessment.
Barbera,Red,grilled ribeye,Red Meat,Mexican,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,grilled burger,Smoky BBQ,German,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,beef stew,Red Meat,Mexican,5,Excellent,Idealized perfect pairing example for contrast.
Grenache,Red,citrus salad,Acidic,Argentinian,4,Good,Acidic wine balances acidic food.
Merlot,Red,roast lamb,Red Meat,American BBQ,3,Neutral,Tannic red complements red meat fat.
Gamay (Beaujolais),Red,caprese salad,Acidic,Spanish,5,Excellent,Idealized perfect pairing example for contrast.
Grenache,Red,cheese platter,Cheese,Indian,3,Neutral,Heuristic pairing assessment.
Sauternes,Dessert,sorbet,Dessert,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Riesling (dry),White,beef stew,Red Meat,Spanish,1,Terrible,Deliberately bad pairing example for contrast.
Provence Rosé,Rosé,caprese salad,Acidic,Greek,4,Good,Heuristic pairing assessment.
Torrontés,White,cheese platter,Cheese,French,4,Good,Heuristic pairing assessment.
Sauvignon Blanc,White,grilled ribeye,Red Meat,Middle Eastern,3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,mac and cheese,Cheese,German,2,Poor,Heuristic pairing assessment.
Grüner Veltliner,White,vegetable curry,Vegetarian,Thai,5,Excellent,Idealized perfect pairing example for contrast.
Malbec,Red,mac and cheese,Cheese,Indian,4,Good,Heuristic pairing assessment.
White Zinfandel,Rosé,beef stew,Red Meat,American BBQ,4,Good,Heuristic pairing assessment.
Sauternes,Dessert,caprese salad,Acidic,Indian,3,Neutral,Heuristic pairing assessment.
Torrontés,White,roast lamb,Red Meat,Korean,5,Excellent,Idealized perfect pairing example for contrast.
White Zinfandel,Rosé,caprese salad,Acidic,Moroccan,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,oysters,Seafood,Greek,5,Excellent,Idealized perfect pairing example for contrast.
Tempranillo,Red,roast lamb,Red Meat,Thai,3,Neutral,Tannic red complements red meat fat.
Barbera,Red,roast lamb,Red Meat,Mexican,3,Neutral,Delicate wine overwhelmed by red meat.
Merlot,Red,beef stew,Red Meat,Italian,3,Neutral,Heuristic pairing assessment.
Cabernet Sauvignon,Red,cheese platter,Cheese,Japanese,4,Good,Heuristic pairing assessment.
Syrah/Shiraz,Red,gazpacho,Acidic,Argentinian,4,Good,Acidic wine balances acidic food.
Champagne,Sparkling,cheese platter,Cheese,Moroccan,3,Neutral,Heuristic pairing assessment.
Sauvignon Blanc,White,sorbet,Dessert,Thai,1,Terrible,Dry table wine clashes with dessert sweetness.
Albariño,White,beef stew,Red Meat,Greek,4,Good,Heuristic pairing assessment.
Sauternes,Dessert,shrimp scampi,Seafood,Argentinian,3,Neutral,Tannic reds clash with delicate seafood.
Merlot,Red,olives and cheese,Salty Snack,Thai,5,Excellent,Idealized perfect pairing example for contrast.
Tempranillo,Red,grilled ribeye,Red Meat,Argentinian,4,Good,Heuristic pairing assessment.
Chardonnay,White,grilled ribeye,Red Meat,American BBQ,3,Neutral,Heuristic pairing assessment.
Merlot,Red,roast lamb,Red Meat,Italian,3,Neutral,Tannic red complements red meat fat.
Port,Fortified,beef stew,Red Meat,American BBQ,3,Neutral,Heuristic pairing assessment.
Port,Fortified,cheese platter,Cheese,Spanish,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,citrus salad,Acidic,Ethiopian,3,Neutral,Acidic wine balances acidic food.
Riesling (dry),White,gazpacho,Acidic,Greek,5,Excellent,Acidic wine balances acidic food.
Zinfandel,Red,fondue,Cheese,French,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,alfredo pasta,Creamy,Mexican,5,Excellent,Idealized perfect pairing example for contrast.
Riesling (dry),White,roast lamb,Red Meat,Argentinian,1,Terrible,Delicate wine overwhelmed by red meat.
Nebbiolo,Red,cream of mushroom soup,Creamy,Spanish,5,Excellent,Idealized perfect pairing example for contrast.
Gewürztraminer,White,mac and cheese,Cheese,Middle Eastern,1,Terrible,Deliberately bad pairing example for contrast.
Nebbiolo,Red,carbonara,Pork,Spanish,5,Excellent,Idealized perfect pairing example for contrast.
Nebbiolo,Red,alfredo pasta,Creamy,Indian,5,Excellent,Idealized perfect pairing example for contrast.
Syrah/Shiraz,Red,citrus salad,Acidic,Argentinian,5,Excellent,Acidic wine balances acidic food.
Gewürztraminer,White,beef stew,Red Meat,Ethiopian,2,Poor,Heuristic pairing assessment.
White Zinfandel,Rosé,mac and cheese,Cheese,Chinese (Sichuan),4,Good,Heuristic pairing assessment.
Gewürztraminer,White,beef stew,Red Meat,Japanese,2,Poor,Heuristic pairing assessment.
Sauvignon Blanc,White,cheesecake,Dessert,Italian,1,Terrible,Dry table wine clashes with dessert sweetness.
Syrah/Shiraz,Red,cheese platter,Cheese,Middle Eastern,2,Poor,Heuristic pairing assessment.
Grenache,Red,mixed nuts,Salty Snack,Chinese (Sichuan),5,Excellent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,cheese platter,Cheese,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Dessert,oysters,Seafood,French,5,Excellent,Idealized perfect pairing example for contrast.
Nebbiolo,Red,grilled salmon,Seafood,Ethiopian,5,Excellent,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,vegetable curry,Vegetarian,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Cabernet Sauvignon,Red,bbq ribs,Smoky BBQ,Japanese,5,Excellent,Idealized perfect pairing example for contrast.
Syrah/Shiraz,Red,citrus salad,Acidic,German,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,olives and cheese,Salty Snack,Italian,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Dessert,grilled salmon,Seafood,Argentinian,5,Excellent,Idealized perfect pairing example for contrast.
Barbera,Red,fondue,Cheese,German,1,Terrible,Deliberately bad pairing example for contrast.
White Zinfandel,Rosé,gazpacho,Acidic,Ethiopian,2,Poor,Low-acid wine seems flabby vs acids.
Port,Fortified,chocolate mousse,Dessert,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,beef stew,Red Meat,French,1,Terrible,Deliberately bad pairing example for contrast.
Nebbiolo,Red,alfredo pasta,Creamy,German,5,Excellent,Idealized perfect pairing example for contrast.
Gewürztraminer,White,beef stew,Red Meat,Middle Eastern,4,Good,Heuristic pairing assessment.
Pinot Noir,Red,cheese platter,Cheese,French,4,Good,Heuristic pairing assessment.
Barbera,Red,citrus salad,Acidic,French,5,Excellent,Acidic wine balances acidic food.
Malbec,Red,bbq ribs,Smoky BBQ,German,5,Excellent,Idealized perfect pairing example for contrast.
Albariño,White,grilled ribeye,Red Meat,Ethiopian,4,Good,Heuristic pairing assessment.
Barbera,Red,mac and cheese,Cheese,Spanish,2,Poor,Heuristic pairing assessment.
Barbera,Red,citrus salad,Acidic,German,4,Good,Acidic wine balances acidic food.
Torrontés,White,beef stew,Red Meat,Thai,2,Poor,Heuristic pairing assessment.
Merlot,Red,citrus salad,Acidic,American BBQ,3,Neutral,Acidic wine balances acidic food.
Sauternes,Dessert,sorbet,Dessert,Ethiopian,1,Terrible,Deliberately bad pairing example for contrast.
Chenin Blanc,White,grilled ribeye,Red Meat,Spanish,3,Neutral,Heuristic pairing assessment.
Chardonnay,White,cream of mushroom soup,Creamy,American BBQ,1,Terrible,Deliberately bad pairing example for contrast.
Port,Fortified,roast lamb,Red Meat,Spanish,3,Neutral,Delicate wine overwhelmed by red meat.
Grenache,Red,fondue,Cheese,Ethiopian,2,Poor,Heuristic pairing assessment.
Pinot Noir,Red,mushroom risotto,Vegetarian,Chinese (Sichuan),1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Dessert,fish tacos,Seafood,American BBQ,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,mixed nuts,Salty Snack,German,5,Excellent,Idealized perfect pairing example for contrast.
White Zinfandel,Rosé,cheese platter,Cheese,Japanese,1,Terrible,Deliberately bad pairing example for contrast.
Nebbiolo,Red,citrus salad,Acidic,Japanese,3,Neutral,Acidic wine balances acidic food.
Albariño,White,mac and cheese,Cheese,German,1,Terrible,Deliberately bad pairing example for contrast.
Malbec,Red,gazpacho,Acidic,Ethiopian,4,Good,Acidic wine balances acidic food.
Sauvignon Blanc,White,fondue,Cheese,German,2,Poor,Heuristic pairing assessment.
Sauvignon Blanc,White,fish tacos,Seafood,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
Nebbiolo,Red,mac and cheese,Cheese,Ethiopian,4,Good,Heuristic pairing assessment.
Barbera,Red,caprese salad,Acidic,Spanish,3,Neutral,Heuristic pairing assessment.
Sauternes,Dessert,shrimp scampi,Seafood,Chinese (Sichuan),1,Terrible,Tannic reds clash with delicate seafood.
Chardonnay,White,caprese salad,Acidic,French,2,Poor,Heuristic pairing assessment.
Albariño,White,citrus salad,Acidic,Japanese,3,Neutral,Acidic wine balances acidic food.
Sauvignon Blanc,White,mac and cheese,Cheese,Moroccan,2,Poor,Heuristic pairing assessment.
Torrontés,White,grilled ribeye,Red Meat,Chinese (Sichuan),2,Poor,Heuristic pairing assessment.
Grenache,Red,mac and cheese,Cheese,Ethiopian,2,Poor,Heuristic pairing assessment.
Gewürztraminer,White,fondue,Cheese,Italian,4,Good,Heuristic pairing assessment.
Sauvignon Blanc,White,shrimp scampi,Seafood,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
Viognier,White,roast chicken with herbs,Poultry,Thai,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,roast lamb,Red Meat,Vietnamese,1,Terrible,Delicate wine overwhelmed by red meat.
Chardonnay,White,citrus salad,Acidic,Mexican,3,Neutral,Acidic wine balances acidic food.
Cava,Sparkling,roast lamb,Red Meat,Spanish,5,Excellent,Idealized perfect pairing example for contrast.
Zinfandel,Red,roast lamb,Red Meat,Argentinian,3,Neutral,Tannic red complements red meat fat.
Grenache,Red,cheese platter,Cheese,Greek,5,Excellent,Idealized perfect pairing example for contrast.
Albariño,White,stir-fried tofu,Vegetarian,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Chardonnay,White,citrus salad,Acidic,Argentinian,5,Excellent,Acidic wine balances acidic food.
Zinfandel,Red,gazpacho,Acidic,Indian,5,Excellent,Acidic wine balances acidic food.
Cabernet Sauvignon,Red,mac and cheese,Cheese,Italian,5,Excellent,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,oysters,Seafood,Thai,5,Excellent,Idealized perfect pairing example for contrast.
Port,Fortified,cheese platter,Cheese,Chinese (Sichuan),1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,caprese salad,Acidic,French,2,Poor,Heuristic pairing assessment.
Grüner Veltliner,White,fish tacos,Seafood,Mexican,1,Terrible,Deliberately bad pairing example for contrast.
White Zinfandel,Rosé,mac and cheese,Cheese,Argentinian,4,Good,Heuristic pairing assessment.
Provence Rosé,Rosé,beef stew,Red Meat,French,4,Good,Heuristic pairing assessment.
Provence Rosé,Rosé,grilled ribeye,Red Meat,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,cheese platter,Cheese,Spanish,3,Neutral,Heuristic pairing assessment.
Albariño,White,cream of mushroom soup,Creamy,Thai,1,Terrible,Deliberately bad pairing example for contrast.
Sangiovese,Red,fondue,Cheese,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Gamay (Beaujolais),Red,cheese platter,Cheese,Ethiopian,4,Good,Heuristic pairing assessment.
Chenin Blanc,White,bbq brisket,Red Meat,Ethiopian,5,Excellent,Idealized perfect pairing example for contrast.
Grenache,Red,roast lamb,Red Meat,Spanish,5,Excellent,Idealized perfect pairing example for contrast.
Port,Fortified,mac and cheese,Cheese,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Chardonnay,White,duck à l’orange,Poultry,Ethiopian,5,Excellent,Idealized perfect pairing example for contrast.
Albariño,White,cheese platter,Cheese,Thai,3,Neutral,Heuristic pairing assessment.
Champagne,Sparkling,roast lamb,Red Meat,Vietnamese,2,Poor,Delicate wine overwhelmed by red meat.
Albariño,White,citrus salad,Acidic,Middle Eastern,3,Neutral,Acidic wine balances acidic food.
Nebbiolo,Red,bacon burger,Pork,French,4,Good,Heuristic pairing assessment.
Gewürztraminer,White,fondue,Cheese,American BBQ,2,Poor,Heuristic pairing assessment.
Cava,Sparkling,roast lamb,Red Meat,American BBQ,1,Terrible,Delicate wine overwhelmed by red meat.
Sauvignon Blanc,White,citrus salad,Acidic,Chinese (Sichuan),4,Good,Acidic wine balances acidic food.
Tempranillo,Red,fondue,Cheese,Korean,3,Neutral,Heuristic pairing assessment.
White Zinfandel,Rosé,fondue,Cheese,Vietnamese,2,Poor,Heuristic pairing assessment.
Gamay (Beaujolais),Red,citrus salad,Acidic,Vietnamese,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Dessert,fondue,Cheese,Chinese (Sichuan),3,Neutral,Heuristic pairing assessment.
Gamay (Beaujolais),Red,cheese platter,Cheese,French,2,Poor,Heuristic pairing assessment.
Riesling (dry),White,bbq brisket,Red Meat,Thai,5,Excellent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,chocolate mousse,Dessert,Chinese (Sichuan),5,Excellent,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,caprese salad,Acidic,Indian,4,Good,Heuristic pairing assessment.
Tempranillo,Red,gazpacho,Acidic,Spanish,3,Neutral,Acidic wine balances acidic food.
Grüner Veltliner,White,cheese platter,Cheese,American BBQ,1,Terrible,Deliberately bad pairing example for contrast.
Gamay (Beaujolais),Red,beef stew,Red Meat,Japanese,3,Neutral,Heuristic pairing assessment.
Sauternes,Dessert,fondue,Cheese,Thai,4,Good,Heuristic pairing assessment.
Albariño,White,cheese platter,Cheese,American BBQ,4,Good,Heuristic pairing assessment.
Zinfandel,Red,mac and cheese,Cheese,Greek,2,Poor,Heuristic pairing assessment.
Grüner Veltliner,White,fondue,Cheese,Spanish,3,Neutral,Heuristic pairing assessment.
Merlot,Red,beef stew,Red Meat,Middle Eastern,2,Poor,Heuristic pairing assessment.
Albariño,White,citrus salad,Acidic,Mexican,5,Excellent,Acidic wine balances acidic food.
Chardonnay,White,roast lamb,Red Meat,Korean,5,Excellent,Idealized perfect pairing example for contrast.
Albariño,White,roast lamb,Red Meat,French,1,Terrible,Delicate wine overwhelmed by red meat.
Viognier,White,gazpacho,Acidic,Spanish,2,Poor,Low-acid wine seems flabby vs acids.
Sauternes,Dessert,stir-fried tofu,Vegetarian,Indian,5,Excellent,Idealized perfect pairing example for contrast.
Cava,Sparkling,oysters,Seafood,Korean,1,Terrible,Deliberately bad pairing example for contrast.
White Zinfandel,Rosé,caprese salad,Acidic,Thai,4,Good,Heuristic pairing assessment.
